id,order,image,response
16,6,222,It looks like a penalty kick from the field line and this is where the ball would go.
16,7,245,He is actively moving his leg in a way that isnt dodging anything.
16,8,250,It looks like they are ready for a penalty kick from the sideline.
16,9,277,The  step size is large and he may be kicking the ball ahead of himself.
16,10,464,it looks like the red uniforms are defending and trying to figure out where the player in green is going with the ball.
17,1,3,At his feet.
17,2,5,Away from the player
17,3,24,Going towards the player in white
17,4,53,With the player at the bottom right
17,5,154,At the feet of the player in blue
17,6,217,At the feet of the player in white
17,7,224,Away from the player in white and the goalkeeper
17,8,226,Between the player in red on the right and the player in white on the left.
17,9,230,At the feet of the player in blue
17,10,303,Behind the player in red and away from the goalie
18,1,9,One player has his leg pulled back ready to kick so I guessed in front of that leg.
18,2,12,One player was looking in the direction of my guess.
18,3,24,I followed several players gazes.
18,4,32,I just saw where his leg was and thought maybe it went behind him.
18,5,44,I wasn't sure on this one so guessed in front of three of the players.
18,6,75,Gazes were there and one player looks like he's about to kick in that area.
18,7,154,Gazes were there and one player looks like he's about to kick something in that area.
18,8,303,It looks like the players just tripped over a ball in that area.
18,9,312,I just followed the gazes of the players.
18,10,354,"Again, just looked at the player's gazes and guessed where they were looking."
19,1,3,where the feet are located
19,2,5,the direction they're going
19,3,9,position of feet
19,4,12,wanted to cover both players
19,5,39,looked at where feet were
19,6,56,they were all running towards something
19,7,94,looked like someone had kicked the ball
19,8,223,by the goal so I took a guess which player had ball
19,9,277,not sure who might have ball
19,10,371,all players going in same direction
20,1,12,because it was the most obvious spot.
20,2,24,because it was the most obvious spot.
20,3,31,because it was the most obvious spot.
20,4,36,because it was the most obvious spot.
20,5,44,because it was the most obvious spot.
20,6,66,because it was the most obvious spot.
20,7,73,because it was the most obvious spot.
20,8,163,because it was the most obvious spot.
20,9,223,because it was the most obvious spot.
20,10,277,because it was the most obvious spot.
21,1,5,Looked like the player was dribbling.
21,2,21,Two players seem to be fighting for the ball.
21,3,28,Aggressive forward dribbling.
21,4,56,Looks like a long pass.
21,5,62,Players all moving towards the ball.
21,6,163,Looking at where the players have their eyes.
21,7,223,Seems like the ball is in the air.
21,8,303,A scrum for the ball in that area.
21,9,312,Looks like a header.
21,10,347,The ball is actually visible in this photo.
22,1,39,i looked at the body language of the players
22,2,44,looked at the body language of players
22,3,45,the goal keeper's look
22,4,56,body language of players
22,5,73,was between the 2 players running towards it
22,6,94,the players probably were surrounding it
22,7,190,the player was running towards it
22,8,223,players were running towards it
22,9,245,the payer was kicking it
22,10,309,player was running towards it
23,1,13,players are looking in this area.   Action seems to be happening here.
23,2,24,bodies and eyes seem to focus on this area.
23,3,36,Movement of the player's legs
23,4,39,blurry shot indicates movement/action
23,5,212,player looking down to trap the ball
23,6,222,eye track of the opponent
23,7,312,goal keeper area of focus
23,8,354,point of interest of the visible players
23,9,371,action/tackle in progress
23,10,302,ball is visible in the picture
24,1,9,I think the ball was being kicked out into one of these three squares.
24,2,36,Players' eyes seem to be looking at this section.
24,3,44,I think the ball was being kicked over to the other player and I thought it was halfway.
24,4,46,I thought the player was looking directly down in those squares.
24,5,53,Because it seemed like that was where player attention was.
24,6,56,I was trying to find a halfway mark for where the ball was.
24,7,226,It looked like the player was kicking the ball in that area.
24,8,230,It looked like the players were trying to get to that area.
24,9,245,My guess was that the ball went into the air based on the player's leg.
24,10,389,It looked like player attention was in this section.
25,1,12,That is where they were looking.
25,2,31,its the general area of where they were looking
25,3,45,the goalie is looking that direction
25,4,53,they are running towards this space
25,5,66,hey are all running that direction
25,6,71,thats where the ball would be Im sure of it!
25,7,79,they are running that way like its a shot on goal
25,8,230,"U figured it was right in front of him, or maybe that spot in the middle"
25,9,250,that is the area they are all looking
25,10,291,I imagine that is where it is being kicked from.
26,1,9,Because of the two movement of the players that are closest in the photo and the way that the third player in front is looking.
26,2,39,"Because of the way that number 23's foot is turned but now that I look at it again, it may be further to the player on the right."
26,3,44,Because of the position that the players in the front are looking at the field.
26,4,62,Because of the 3 players in the front of the photo and how they are positioned and the way they are looking down.
26,5,66,"By the way that the player number 8 is running and how the goalie and referee are looking at the field, and positioned."
26,6,94,"Because of the way that the players are running and how one is falling down, it may be further to the left, not sure."
26,7,212,Because of the positioning of the players at the left side of the photo.
26,8,223,The way that the players are positioned and where the goalie is located to defend it.
26,9,250,"I noticed which direction that the players are looking, but not quite sure."
26,10,302,I see the ball and instructions said that I could click on part of the ball as the guess.
27,1,2,The players are running towards that area
27,2,9,"They are facing that area, and looking slightly upwards"
27,3,44,I think the red player has the ball
27,4,53,They are running that way
27,5,71,I think the black striped player is about to kick it
27,6,75,The players are facing inward to the column of my guesses
27,7,190,"I think the player is slightly facing this direction, also the composition of the photo"
27,8,222,I think this red player has the ball based on body language
27,9,245,"I think since the player fell, the ball is in the air above him"
27,10,371,They are clearly fighting over control of the ball
28,1,3,"obviously, where the two competitors is where the general location of the ball would be; and, it appears, the guy in white might have intercepted the football"
28,2,21,the kicker was.. ..about to kick the dude in the blue-and-white attempts to steal the ball
28,3,32,"26 is looking up in the air, slightly to his right. the opponent, who's slightly-off camera, also is looking slightly-upwards"
28,4,44,"the body language. the fact that red isn't obviously arching his foot back, just yet, for a kick. white isn't looking dead at red but, rather, more towards the center space between his cohort. and, it so happens, the camera itself had framed the reference, with a fair amount of proximity"
28,5,56,"i based this off of where the mutually-held Target Fixation, of the player-in-black and player-in-white, was. and, that, they weren't quite just yet prepared to strike. i hadn't been mentioning the other cohorts, through these queries of yours; but, yes: i was basing the ball's reasonable proximity, in part, from their body language as well"
28,6,222,"now that i look at it, i feel like i was off. yes. i definitely was: i should have centralized the squares. as opposed to presuming, you-lot had set the precedent, from your original Example Picture"
28,7,223,"it just looked like, this was the region of the photo where the boys' ball was, at that moment in time"
28,8,224,"the striker was, indeed, about to strike: into the goal. the goalie...was about to do *his* job"
28,9,303,"the dude in orange was doing martial arts, in an attempt to ferry the ball away from the goal"
28,10,464,"it appeared, the ball was somewhere in that region due to the 4 interlocuters' body language"
29,1,0,The player is about to kick the ball
29,2,3,They are contesting for the ball
29,3,21,They player in red is about to go for a tackle
29,4,31,The player in yellow has pushed the ball forward ahead of the marker
29,5,39,The player is about to control the ball
29,6,46,The player is about to take a penalty kick
29,7,71,The player is about to cross the ball
29,8,75,This is a set piece situation so from the body angle the ball would be in that region
29,9,277,The player is moving with the ball so it should be as close to him as that
29,10,389,"I don't really know what's going on there, probably Bruno is about to lay it off for Antony"
30,1,3,It looked like the player was kicking it in that direction
30,2,21,That was the direction in which the players are running
30,3,45,The players seemed to be looking in that direction
30,4,66,The players are running in that direction
30,5,222,The player is looking in that direction
30,6,226,The player looked like he was going to kick in that direction
30,7,277,The player looked like he is about to kick in that direction
30,8,354,The player is running in that direction
30,9,302,I see the ball in the photo
30,10,347,I see the ball in the photo
31,1,24,The direction of the players faces.
31,2,31,The direction of the players faces.
31,3,39,The direction of the players faces.
31,4,44,The direction of the players feet.
31,5,46,The direction of the players faces.
31,6,56,The direction of the players faces.
31,7,66,The direction of the players faces and body.
31,8,75,The positioning of the players feet.
31,9,212,The direction of the players faces.
31,10,464,The direction of the players faces.
32,1,2,The ball was being pursued at that spot
32,2,21,The defenders were not making it easy for their opponents to get to that spot
32,3,31,The player number 3 was being held back from reaching that particular area
32,4,36,The player on the green jersey looks like he was about to pass the ball from that area
32,5,56,The player closest to the marked are looks like he is about to strike the ball into the box while other players on his team are hurrying to ito the box to take posession of the ball.
32,6,66,"Both the goalkeeper, the players on his team, and players from the opposing team are all attacking the marked area"
32,7,94,I guessed the ball is in the marked area because the player in the white jersey looks like he was about to strike the ball from the marked area while the opposing players are attacking the same area.
32,8,163,I guessed the ball is in the marked area because the player in red and the goalkeeper are attacking the marked area.
32,9,223,I guessed the ball is in the marked area because the player in the white jersey closest to the marked area is about to strike from the marked area.
32,10,291,Players from both teams are attacking towards the marked area.
33,1,3,It looked like the right spot
33,2,4,It looked like where it should be
33,3,24,It looked like a good spot
33,4,32,It looked like where it should be
33,5,44,seemed like a good guess
33,6,66,it seemed like its where it should be
33,7,71,it looked good
33,8,222,it looked good
33,9,291,it seemed like the right spot
33,10,354,it looked good
34,1,4,The way the guy in red's foot looked as well as the gaze of the one in gray made me think it might be there.
34,2,5,I was confused on this one. I tried to judge the angle of their bodies as well as the direction they were looking.
34,3,12,I tried to look for a mutual point where the 2 on opposite ends were focusing their attention. The guy on the left is leaning over way more as though running harder and so I thought it was much closer to the other guy.
34,4,30,I thought the way that guy was standing more still that maybe he was controlling the ball while the others were pursuing it.
34,5,71,"I tried to judge where everyone was concentrating, and also that guy in the center back seemed like the focus of the photo and like he had the ball."
34,6,75,"I tried to average what they all were doing but it was harder for me to tell here,"
34,7,154,"I think I might have thought the way that guy has his foot up might have meant he had the ball, but not sure about that. I also considered where others are looking and body positions."
34,8,230,the focal point of the picture seemed around that area.  Also the way they are looking and have their bodies turned.
34,9,291,It seems to be near where everyone has focused their attention.
34,10,389,harder to tell what was going on here but all are looking inward.
35,1,12,Both the two players are looking around that area.
35,2,21,All the players are running towards that area.
35,3,24,The player on white t-shirt is preparing to shoot and the other players are looking at him on that area.
35,4,28,The player is making a run and is keeping the ball in touch there.
35,5,30,The ball has already been shot and the goalkeeper is preparing to block it from going to the net.
35,6,56,All the players are looking at that area
35,7,71,The player in white and black t-shirt is preparing to shoot and all the focus is in that box.
35,8,226,All the players shown are running towards that area where the player in white is running with the ball.
35,9,291,All the players are focusing n those boxes.
35,10,354,Both the goalkeeper and the players shown are looking around that area.
36,1,12,The player was in the 18 yard
36,2,30,The player was closer to the goal post
36,3,31,It was a handball
36,4,56,The player was given pases
36,5,78,It was a goalkick
36,6,154,It was a  short
36,7,224,The player was in the 18 yard
36,8,250,It was a throwball
36,9,303,The keeper caught the ball
36,10,371,It was a handball
37,1,0,I chose based on how the player's leg is positioned.
37,2,2,I picked based on how player's legs are positioned.
37,3,71,I picked based on how player's legs are positioned.
37,4,154,I picked based on how player's legs are positioned
37,5,212,I picked based on how the players are running.
37,6,230,I picked based on how the players are running.
37,7,245,I picked based on how the players fell.
37,8,309,I picked based on how the players are running.
37,9,464,I picked based on how the players are running.
37,10,347,Because the ball was there.
38,1,9,Looked like could be lining up for headbutt.
38,2,12,Judging by the white jersey players eyeline.
38,3,21,Blue jersey player was looking in that direction.
38,4,24,Player in white seemed to be heading there.
38,5,30,Goalie looked like he was preparing to stop the ball.
38,6,44,Direction of white player and eyeline of red player.
38,7,78,Goalie looked like was watching ball already past him.
38,8,212,Red players looking in that direction.
38,9,224,Goalie sprinting left suggested ball being kicked from that area.
38,10,230,Both players looking in that area.
39,1,0,One of the players leg is kicking
39,2,2,The players are focused on that spot
39,3,3,The players are looking at the spot
39,4,5,The players are looking at the spot
39,5,21,The players are looking at the spot
39,6,53,The players are looking at the spot
39,7,94,The players are looking at the spot
39,8,163,The players are looking at the spot
39,9,217,The players are looking at the spot
39,10,303,The players are looking at the spot
40,1,0,The footballers seemed to be focused around that points.
40,2,9,The footballer are running toward that point
40,3,36,The footballers seems to be focusing on something that is around that place
40,4,53,The footballer seemed to be focused around that place.
40,5,62,They seems to be focused on something.
40,6,79,The goal keeper seems to be collecting the ball.
40,7,212,The players are focusing around that area
40,8,303,The players who is down seemed to be holding something.
40,9,309,the balls seemed to be here
40,10,464,The footballer seemed to be focusing on something.
41,1,13,general body movement
41,2,62,general body movement
41,3,66,general body movement
41,4,73,general body movement
41,5,79,general body movement
41,6,94,general body movement
41,7,163,general body movement
41,8,217,general body movement
41,9,224,general body movement
41,10,245,general body movement
42,1,13,The middle player was kicking it to the side.
42,2,21,All the players looking towards this area.
42,3,30,"All the players looking in the middle, which meant it was in the air."
42,4,44,This one I wasn't too entirely sure on.
42,5,73,It looked like one of them hit the ball from the upper area.
42,6,75,The ball was likely hit above towards the goal.
42,7,163,The players going more down looking at the ball.
42,8,212,I guessed this one.
42,9,224,I thought it was that one of the players in the middle hit the ball.
42,10,226,The ball in the middle likely as all the players are looking down.
43,1,24,Because the ball would be closest from that distance
43,2,45,The ball seems to be around the area
43,3,53,The players seem to be chasing the ball
43,4,94,That's where the ball would be
43,5,163,The ball would be around that area
43,6,222,That's where the ball would be
43,7,223,That's the best probable position
43,8,309,That's exactly where the ball would be
43,9,371,The ball would be around that area
43,10,464,That's where the ball would most likely be
44,1,2,the foremost player was running that way likely with the ball
44,2,12,The person looked like the ball was close to them about to kick it
44,3,21,2 opposing players running to the same spot/area of focus
44,4,44,"this looked like a passing scenario, not sure which player had the ball if that happened"
44,5,46,looks like a set kick from a spot
44,6,73,he looks to be running away with possession of the ball
44,7,78,seems this is a header and the ball is in the air somewhere near the goal
44,8,222,red shirt player looks like they are dribbling close to their feet
44,9,302,there is a ball
44,10,347,there is a ball
45,1,31,trying to see where their eyes are looking
45,2,78,seemed like it was in the air
45,3,94,everyone looking that way
45,4,163,look like it was out front of the lead red player
45,5,212,seemed where it should be
45,6,217,looks like player number 10 has it
45,7,226,seeing where their eyes are looking
45,8,312,seemed like jumping player headed the ball
45,9,389,looks like the red player has it
45,10,464,"looks like the blue player has it , everyone looking at him"
46,1,3,All players are facing this direction
46,2,13,The playeres are all running toward this point
46,3,21,The players are all running in this direction
46,4,39,There is a lot of open space here
46,5,56,The player in the center is running in this direction
46,6,75,The player on the right appears to be looking in this direction
46,7,224,The players on the left are running very fast in this direction
46,8,245,The player in the center appears to have just kicked the ball in an upward direction
46,9,389,All of the players are focused on these points
46,10,464,It appears the player on the left just kicked the ball in this direction
47,1,2,The player is running that direction
47,2,4,It looks like they are looking in that area
47,3,28,I thought the guy in the white and black shirt kicked it there.
47,4,30,I thought it made the most sense.
47,5,44,It is in the middle where the players are looking
47,6,45,It looks like the player is looking in that direction
47,7,53,It is in the area that the players are running
47,8,62,It is a central area to the players
47,9,94,They are running in this direction
47,10,302,There is a ball in the photo right there
48,1,3,It looks like the person in white is or just touched the ball.
48,2,32,It looks like the person in white is looking back and the ball is coming his way.
48,3,36,It looks like the ball is next to the person in neon green.
48,4,46,It looks like the ball is at a distance and everyone is looking in that direction.
48,5,66,It looks like they are chasing the ball in that direction to get to the goal.
48,6,190,Everyone is looking in that direction and the person in white is moving towards it.
48,7,303,The ball might be in the air because the goal is near by.
48,8,354,It looks like they are both looking at the ball far off.
48,9,371,They both look like they are looking at the same spot and the person is red is about to kick it.
48,10,302,The ball is in this photo.
49,1,13,Because that is the right place
49,2,21,Because of the movement of the players
49,3,44,because that is the actual position
49,4,45,because it at the right place
49,5,66,because of the movement of the players
49,6,217,because that was the actual position
49,7,250,because it was the right place
49,8,312,because it was the right place
49,9,389,because it was the right place
49,10,464,because it was the right place
50,1,3,the player on white raises his leg go give me an impression that the ball is no on the ground and the close proximity of the red player trying to intercept
50,2,5,where the player in white seems to be looking and the head of the red player seems to align
50,3,53,everyone is sort of facing that direction
50,4,66,the ball should be set for the white player to shoot
50,5,163,i feel the ball just passed the white player
50,6,217,the red player looking and the white player readiness to kick
50,7,224,keeper and white player going same direction
50,8,226,both players going in for the ball
50,9,245,the leg position of player 11
50,10,302,i can literally see the ball
