id,order,image,click,row,col
1,39,217,3,5,5
1,40,94,1,6,5
1,40,94,2,6,6
1,40,94,3,6,4
1,41,212,1,4,6
1,41,212,2,4,5
1,41,212,3,5,6
1,42,4,1,6,2
1,42,4,2,6,3
1,42,4,3,6,2
1,43,163,1,5,5
1,43,163,2,5,4
1,43,163,3,5,6
1,44,389,1,4,7
1,44,389,2,4,6
1,44,389,3,3,6
1,46,230,1,5,6
1,46,230,2,5,5
1,46,230,3,4,5
1,47,78,1,5,4
1,47,78,2,6,4
1,47,78,3,5,3
1,48,303,1,5,7
1,48,303,2,5,6
1,48,303,3,4,7
1,49,312,1,3,4
1,49,312,2,3,5
1,49,312,3,4,5
1,50,66,1,5,6
1,50,66,2,4,6
1,50,66,3,5,7
1,51,3,1,5,4
1,51,3,2,5,3
1,51,3,3,4,3
1,52,12,1,5,1
1,52,12,2,5,2
1,52,12,3,4,2
2,1,2,1,2,3
2,1,2,2,3,5
2,1,2,3,3,6
2,2,75,1,2,7
2,2,75,2,3,7
2,2,75,3,2,9
2,3,217,1,2,9
2,3,217,2,5,7
2,3,217,3,2,7
2,5,39,1,4,7
2,5,39,2,3,7
2,5,39,3,3,6
2,6,0,1,4,7
2,6,0,2,4,7
2,6,0,3,4,7
2,7,28,1,4,7
2,7,28,2,4,7
2,7,28,3,4,7
2,8,79,1,3,3
2,8,79,2,3,4
2,8,79,3,3,5
2,9,226,1,5,4
2,9,226,2,5,4
2,9,226,3,5,4
2,10,4,1,5,5
2,10,4,2,5,6
2,10,4,3,4,6
2,11,312,1,2,5
2,11,312,2,2,6
2,11,312,3,3,6
2,12,230,1,4,4
2,12,230,2,5,4
2,12,230,3,4,3
2,13,154,1,4,6
2,13,154,2,5,6
2,13,154,3,5,7
2,14,45,1,3,5
2,14,45,2,3,4
2,14,45,3,2,5
2,15,245,1,4,7
2,15,245,2,3,6
2,15,245,3,5,8
2,16,13,1,3,7
2,16,13,2,2,6
2,16,13,3,4,4
2,17,44,1,5,7
2,17,44,2,5,6
2,17,44,3,5,5
2,18,53,1,3,8
2,18,53,2,4,8
2,18,53,3,5,8
2,19,354,1,3,5
2,19,354,2,4,5
2,19,354,3,5,5
2,20,389,1,4,6
2,20,389,2,3,6
2,20,389,3,4,6
2,21,190,1,5,6
2,21,190,2,6,6
2,21,190,3,6,7
2,22,9,1,3,7
2,22,9,2,4,7
2,22,9,3,3,8
2,23,3,1,5,3
2,23,3,2,3,5
2,23,3,3,4,6
2,24,78,1,5,5
2,24,78,2,6,4
2,24,78,3,6,5
2,25,309,1,5,4
2,25,309,2,4,4
2,25,309,3,5,3
2,26,31,1,4,6
2,26,31,2,4,5
2,26,31,3,3,6
2,27,46,1,6,4
2,27,46,2,6,5
2,27,46,3,6,6
2,28,303,1,5,8
2,28,303,2,5,5
2,28,303,3,6,8
2,29,21,1,3,5
2,29,21,2,4,5
2,29,21,3,3,6
2,30,371,1,5,6
2,30,371,2,4,6
2,30,371,3,5,6
2,31,36,1,5,4
2,31,36,2,5,4
2,31,36,3,5,4
2,32,30,1,5,6
2,32,30,2,5,6
2,32,30,3,5,6
2,33,56,1,4,7
2,33,56,2,4,8
2,33,56,3,4,7
2,34,291,1,4,7
2,34,291,2,4,8
2,34,291,3,4,8
2,35,94,1,3,6
2,35,94,2,4,6
2,35,94,3,3,5
2,36,223,1,4,5
2,36,223,2,4,5
2,36,223,3,5,5
2,37,12,1,4,2
2,37,12,2,4,3
2,37,12,3,5,2
2,38,222,1,5,7
2,38,222,2,4,7
2,38,222,3,5,7
2,39,32,1,5,3
2,39,32,2,6,3
2,39,32,3,5,3
2,40,24,1,5,7
2,40,24,2,4,7
2,40,24,3,5,7
2,41,71,1,5,4
2,41,71,2,4,4
2,41,71,3,4,4
2,42,66,1,3,7
2,42,66,2,4,7
2,42,66,3,3,8
2,43,163,1,5,4
2,43,163,2,4,4
2,43,163,3,5,4
2,44,250,1,4,6
2,44,250,2,4,5
2,44,250,3,5,5
2,45,5,1,4,4
2,45,5,2,4,5
2,45,5,3,4,5
2,46,277,1,5,5
2,46,277,2,5,5
2,46,277,3,5,5
2,47,464,1,3,4
2,47,464,2,2,4
2,47,464,3,2,5
2,48,212,1,4,5
2,48,212,2,5,4
2,48,212,3,5,3
2,49,224,1,4,3
2,49,224,2,4,4
2,49,224,3,5,3
2,50,62,1,4,6
2,50,62,2,4,7
2,50,62,3,5,6
2,51,73,1,5,6
2,51,73,2,5,6
2,51,73,3,4,5
3,1,3,1,5,3
3,1,3,2,4,4
3,1,3,3,5,4
3,2,36,1,5,4
3,2,36,2,5,3
3,2,36,3,5,3
3,3,28,1,4,7
3,3,28,2,4,7
3,3,28,3,4,7
3,4,2,1,5,7
3,4,2,2,5,8
3,4,2,3,5,7
3,5,46,1,6,5
3,5,46,2,6,4
3,5,46,3,5,4
3,6,303,1,6,5
3,6,303,2,6,6
3,6,303,3,6,7
3,7,277,1,5,4
3,7,277,2,5,5
3,7,277,3,6,4
3,8,354,1,3,6
3,8,354,2,4,6
3,8,354,3,4,5
3,9,389,1,4,7
3,9,389,2,4,7
3,9,389,3,4,6
3,10,12,1,5,5
3,10,12,2,4,5
3,10,12,3,4,6
3,11,5,1,6,4
3,11,5,2,6,5
3,11,5,3,5,5
3,12,13,1,5,5
3,12,13,2,4,5
3,12,13,3,5,5
3,13,190,1,5,5
3,13,190,2,5,4
3,13,190,3,4,4
3,14,24,1,5,8
3,14,24,2,6,8
3,14,24,3,5,7
3,16,45,1,5,4
3,16,45,2,5,3
3,16,45,3,4,4
3,17,163,1,5,3
3,17,163,2,4,3
3,17,163,3,5,2
3,18,62,1,4,7
3,18,62,2,4,8
3,18,62,3,5,7
3,20,212,1,5,5
3,20,212,2,4,5
3,20,212,3,5,5
3,21,312,1,3,5
3,21,312,2,3,6
3,21,312,3,2,6
3,22,224,1,4,1
3,22,224,2,4,1
3,22,224,3,4,1
3,23,291,1,4,7
3,23,291,2,3,8
3,23,291,3,4,8
3,24,230,1,5,4
3,24,230,2,5,3
3,24,230,3,4,3
3,25,222,1,5,8
3,25,222,2,4,7
3,25,222,3,5,7
3,26,73,1,4,5
3,26,73,2,3,5
3,26,73,3,4,4
3,27,21,1,4,5
3,27,21,2,3,5
3,27,21,3,3,6
3,28,44,1,5,4
3,28,44,2,5,5
3,28,44,3,4,5
3,29,39,1,4,4
3,29,39,2,5,4
3,29,39,3,5,3
3,30,56,1,3,4
3,30,56,2,3,3
3,30,56,3,4,3
3,31,245,1,4,8
3,31,245,2,5,8
3,31,245,3,5,7
3,32,79,1,5,3
3,32,79,2,4,3
3,32,79,3,4,2
3,33,464,1,5,7
3,33,464,2,5,8
3,33,464,3,4,8
3,34,0,1,4,6
3,34,0,2,4,6
3,34,0,3,4,6
3,35,94,1,4,6
3,35,94,2,3,6
3,35,94,3,3,7
3,36,31,1,4,6
3,36,31,2,4,5
3,36,31,3,3,6
3,37,32,1,3,7
3,37,32,2,4,7
3,37,32,3,3,6
3,38,66,1,4,9
3,38,66,2,3,8
3,38,66,3,4,8
3,39,223,1,3,5
3,39,223,2,4,5
3,39,223,3,3,6
3,40,309,1,5,5
3,40,309,2,5,4
3,40,309,3,4,4
3,41,78,1,5,2
3,41,78,2,4,2
3,41,78,3,3,2
3,42,371,1,4,5
3,42,371,2,3,6
3,42,371,3,3,5
3,43,226,1,5,5
3,43,226,2,4,6
3,43,226,3,5,6
3,44,154,1,4,6
3,44,154,2,5,6
3,44,154,3,4,6
3,45,250,1,3,6
3,45,250,2,3,5
3,45,250,3,4,5
3,46,75,1,5,7
3,46,75,2,4,7
3,46,75,3,5,7
3,47,53,1,3,9
3,47,53,2,3,8
3,47,53,3,2,9
3,48,71,1,5,4
3,48,71,2,5,3
3,48,71,3,6,3
3,49,4,1,5,4
3,49,4,2,6,4
3,49,4,3,5,5
3,50,9,1,2,8
3,50,9,2,3,8
3,50,9,3,3,7
3,51,217,1,5,6
3,51,217,2,5,7
3,51,217,3,4,7
3,52,30,1,4,5
3,52,30,2,4,6
3,52,30,3,5,6
4,1,5,1,5,4
4,1,5,2,5,5
4,1,5,3,4,3
4,2,230,1,5,5
4,2,230,2,4,5
4,2,230,3,5,4
4,3,303,1,5,7
4,3,303,2,5,8
4,3,303,3,5,9
4,4,226,1,5,7
4,4,226,2,6,3
4,4,226,3,5,4
4,5,224,1,3,1
4,5,224,2,2,1
4,5,224,3,5,1
4,6,75,1,5,7
4,6,75,2,5,9
4,6,75,3,4,7
4,7,464,1,5,7
4,7,464,2,5,8
4,7,464,3,4,8
4,8,28,1,3,6
4,8,28,2,4,7
4,8,28,3,3,5
4,9,223,1,3,5
4,9,223,2,5,4
4,9,223,3,4,3
4,10,3,1,5,3
4,10,3,2,3,5
4,10,3,3,4,4
4,11,309,1,5,5
4,11,309,2,4,5
4,11,309,3,5,4
4,12,46,1,5,5
4,12,46,2,6,5
4,12,46,3,5,6
4,13,291,1,3,7
4,13,291,2,4,7
4,13,291,3,3,8
4,15,2,1,5,6
4,15,2,2,4,6
4,15,2,3,4,7
4,16,312,1,3,5
4,16,312,2,2,6
4,16,312,3,3,6
4,17,154,1,4,6
4,17,154,2,4,7
4,17,154,3,4,5
4,18,217,1,5,6
4,18,217,2,4,7
4,18,217,3,5,7
4,19,36,1,5,4
4,19,36,2,5,3
4,19,36,3,4,5
4,20,30,1,3,3
4,20,30,2,3,5
4,20,30,3,4,5
4,21,12,1,4,9
4,21,12,2,4,2
4,21,12,3,4,3
4,22,0,1,4,6
4,22,0,2,5,6
4,22,0,3,4,7
4,23,13,1,4,5
4,23,13,2,4,4
4,23,13,3,5,5
4,24,250,1,4,6
4,24,250,2,5,6
4,24,250,3,3,6
4,25,24,1,5,7
4,25,24,2,5,8
4,25,24,3,6,8
4,26,371,1,4,7
4,26,371,2,5,6
4,26,371,3,4,6
4,27,66,1,3,8
4,27,66,2,3,9
4,27,66,3,4,8
4,28,71,1,4,4
4,28,71,2,5,4
4,28,71,3,5,3
4,29,277,1,5,5
4,29,277,2,4,5
4,29,277,3,5,4
4,30,78,1,6,4
4,30,78,2,5,3
4,30,78,3,4,4
4,31,4,1,5,3
4,31,4,2,4,4
4,31,4,3,5,5
4,32,31,1,3,6
4,32,31,2,4,6
4,32,31,3,4,7
4,33,9,1,4,8
4,33,9,2,3,8
4,33,9,3,5,7
4,34,62,1,4,8
4,34,62,2,4,7
4,34,62,3,4,6
4,35,94,1,4,6
4,35,94,2,5,6
4,35,94,3,4,5
4,36,245,1,3,5
4,36,245,2,4,4
4,36,245,3,3,4
4,37,44,1,4,6
4,37,44,2,4,4
4,37,44,3,5,5
4,38,222,1,5,8
4,38,222,2,4,7
4,38,222,3,3,7
4,39,32,1,2,5
4,39,32,2,2,6
4,39,32,3,1,6
4,40,389,1,4,6
4,40,389,2,3,6
4,40,389,3,3,5
4,41,39,1,5,8
4,41,39,2,4,7
4,41,39,3,5,7
4,42,45,1,4,5
4,42,45,2,3,5
4,42,45,3,3,4
4,43,73,1,2,6
4,43,73,2,3,6
4,43,73,3,3,5
4,44,212,1,4,6
4,44,212,2,4,5
4,44,212,3,4,4
4,45,53,1,4,8
4,45,53,2,3,8
4,45,53,3,4,7
4,46,21,1,2,4
4,46,21,2,3,4
4,46,21,3,3,5
4,47,354,1,4,4
4,47,354,2,5,4
4,47,354,3,5,3
4,48,79,1,3,3
4,48,79,2,4,3
4,48,79,3,4,2
4,50,163,1,5,4
4,50,163,2,4,4
4,50,163,3,5,3
4,51,190,1,6,6
4,51,190,2,5,6
4,51,190,3,5,7
4,52,56,1,4,2
4,52,56,2,4,3
4,52,56,3,4,7
5,1,73,1,5,9
5,1,73,2,4,3
5,1,73,3,4,2
5,2,291,1,3,7
5,2,291,2,4,8
5,2,291,3,3,8
5,3,71,1,5,4
5,3,71,2,5,3
5,3,71,3,5,2
5,4,66,1,4,8
5,4,66,2,3,8
5,4,66,3,3,9
5,5,154,1,4,6
5,5,154,2,4,5
5,5,154,3,4,7
5,6,12,1,5,2
5,6,12,2,4,2
5,6,12,3,5,1
5,7,217,1,5,6
5,7,217,2,5,7
5,7,217,3,4,7
5,8,223,1,3,4
5,8,223,2,3,5
5,8,223,3,4,5
5,9,13,1,5,5
5,9,13,2,4,5
5,9,13,3,5,4
5,10,24,1,5,6
5,10,24,2,5,7
5,10,24,3,6,6
5,11,78,1,2,9
5,11,78,2,3,9
5,11,78,3,3,8
5,12,30,1,4,3
5,12,30,2,3,3
5,12,30,3,4,4
5,13,389,1,4,7
5,13,389,2,4,6
5,13,389,3,3,6
5,15,56,1,3,2
5,15,56,2,4,2
5,15,56,3,4,3
5,16,464,1,4,7
5,16,464,2,4,6
5,16,464,3,5,6
5,17,303,1,4,7
5,17,303,2,5,7
5,17,303,3,5,6
5,18,2,1,4,8
5,18,2,2,4,7
5,18,2,3,3,7
5,19,28,1,4,7
5,19,28,2,4,6
5,19,28,3,4,5
5,20,39,1,4,8
5,20,39,2,4,7
5,20,39,3,5,8
5,21,31,1,4,7
5,21,31,2,4,6
5,21,31,3,4,5
5,22,5,1,3,4
5,22,5,2,3,5
5,22,5,3,3,6
5,23,190,1,5,9
5,23,190,2,5,8
5,23,190,3,5,7
5,24,21,1,4,4
5,24,21,2,3,4
5,24,21,3,3,5
5,25,212,1,4,5
5,25,212,2,4,4
5,25,212,3,4,3
5,26,75,1,5,8
5,26,75,2,5,7
5,26,75,3,5,6
5,27,44,1,4,9
5,27,44,2,4,8
5,27,44,3,4,7
5,28,371,1,4,7
5,28,371,2,5,7
5,28,371,3,5,6
5,29,163,1,5,5
5,29,163,2,5,4
5,29,163,3,5,3
5,30,245,1,6,4
5,30,245,2,6,5
5,30,245,3,6,6
5,31,4,1,5,3
5,31,4,2,5,4
5,31,4,3,6,3
5,32,46,1,5,5
5,32,46,2,5,4
5,32,46,3,5,3
5,33,222,1,4,8
5,33,222,2,5,8
5,33,222,3,5,7
5,34,53,1,4,8
5,34,53,2,4,9
5,34,53,3,5,10
5,35,79,1,5,3
5,35,79,2,5,2
5,35,79,3,5,1
5,36,0,1,4,6
5,36,0,2,4,7
5,36,0,3,5,6
5,37,45,1,4,2
5,37,45,2,4,3
5,37,45,3,5,2
5,38,62,1,4,8
5,38,62,2,4,7
5,38,62,3,4,6
5,39,230,1,4,5
5,39,230,2,5,4
5,39,230,3,4,4
5,40,36,1,5,3
5,40,36,2,5,4
5,40,36,3,5,5
5,41,277,1,5,6
5,41,277,2,5,5
5,41,277,3,5,4
5,43,354,1,2,3
5,43,354,2,5,3
5,43,354,3,5,2
5,44,3,1,4,3
5,44,3,2,5,3
5,44,3,3,5,4
5,45,32,1,2,5
5,45,32,2,2,6
5,45,32,3,3,6
5,46,94,1,5,5
5,46,94,2,5,6
5,46,94,3,4,6
5,47,312,1,3,8
5,47,312,2,3,4
5,47,312,3,3,5
5,48,9,1,3,6
5,48,9,2,3,7
5,48,9,3,3,8
5,49,226,1,5,3
5,49,226,2,5,4
5,49,226,3,5,5
5,50,250,1,1,7
5,50,250,2,2,6
5,50,250,3,2,5
5,51,224,1,4,2
5,51,224,2,4,3
5,51,224,3,3,1
5,52,309,1,5,5
5,52,309,2,5,4
5,52,309,3,4,5
6,1,312,1,5,5
6,1,312,2,3,5
6,1,312,3,3,4
6,2,21,1,3,4
6,2,21,2,4,4
6,2,21,3,3,5
6,3,5,1,3,4
6,3,5,2,4,4
6,3,5,3,4,3
6,4,12,1,5,2
6,4,12,2,4,2
6,4,12,3,5,3
6,5,66,1,3,6
6,5,66,2,2,6
6,5,66,3,2,5
6,6,28,1,4,7
6,6,28,2,4,6
6,6,28,3,3,7
6,7,3,1,4,3
6,7,3,2,5,3
6,7,3,3,4,4
6,8,226,1,4,4
6,8,226,2,5,4
6,8,226,3,5,3
6,9,36,1,5,3
6,9,36,2,5,4
6,9,36,3,6,3
6,10,30,1,4,6
6,10,30,2,3,5
6,10,30,3,3,6
6,11,62,1,4,7
6,11,62,2,4,6
6,11,62,3,4,8
6,12,79,1,4,3
6,12,79,2,3,3
6,12,79,3,3,4
6,13,223,1,5,5
6,13,223,2,4,5
6,13,223,3,5,4
6,14,13,1,5,6
6,14,13,2,4,5
6,14,13,3,4,6
6,15,389,1,4,7
6,15,389,2,4,6
6,15,389,3,4,5
6,16,24,1,4,7
6,16,24,2,5,7
6,16,24,3,5,8
6,17,32,1,5,4
6,17,32,2,4,4
6,17,32,3,5,3
6,18,73,1,4,9
6,18,73,2,3,8
6,18,73,3,4,8
6,19,250,1,4,6
6,19,250,2,5,6
6,19,250,3,4,7
6,20,354,1,5,3
6,20,354,2,5,4
6,20,354,3,4,4
6,21,371,1,4,6
6,21,371,2,5,6
6,21,371,3,5,7
6,22,217,1,4,5
6,22,217,2,5,5
6,22,217,3,5,6
6,23,291,1,3,8
6,23,291,2,4,8
6,23,291,3,4,7
6,24,78,1,4,4
6,24,78,2,5,4
6,24,78,3,5,5
6,25,45,1,5,3
6,25,45,2,5,4
6,25,45,3,5,5
6,26,4,1,6,3
6,26,4,2,5,3
6,26,4,3,6,2
6,27,31,1,4,6
6,27,31,2,5,6
6,27,31,3,4,5
6,28,94,1,4,6
6,28,94,2,5,6
6,28,94,3,3,6
6,29,53,1,4,8
6,29,53,2,5,8
6,29,53,3,4,7
6,30,245,1,5,8
6,30,245,2,4,8
6,30,245,3,5,7
6,31,222,1,5,7
6,31,222,2,5,8
6,31,222,3,4,7
6,33,71,1,5,7
6,33,71,2,6,7
6,33,71,3,5,4
6,34,230,1,5,5
6,34,230,2,5,6
6,34,230,3,4,5
6,35,277,1,4,6
6,35,277,2,5,6
6,35,277,3,5,5
6,36,224,1,5,1
6,36,224,2,6,1
6,36,224,3,4,2
6,37,75,1,5,7
6,37,75,2,4,7
6,37,75,3,5,8
6,38,309,1,4,5
6,38,309,2,5,5
6,38,309,3,5,6
6,39,212,1,4,5
6,39,212,2,5,5
6,39,212,3,4,4
6,40,56,1,3,7
6,40,56,2,4,8
6,40,56,3,4,7
6,41,9,1,4,6
6,41,9,2,5,6
6,41,9,3,5,7
6,42,464,1,5,3
6,42,464,2,5,4
6,42,464,3,5,5
6,43,190,1,5,7
6,43,190,2,5,6
6,43,190,3,6,6
6,44,154,1,4,5
6,44,154,2,4,6
6,44,154,3,5,6
6,45,0,1,4,6
6,45,0,2,4,7
6,45,0,3,5,6
6,46,39,1,4,8
6,46,39,2,5,8
6,46,39,3,4,7
6,47,2,1,4,7
6,47,2,2,5,8
6,47,2,3,5,7
6,48,46,1,5,6
6,48,46,2,6,6
6,48,46,3,6,5
6,49,44,1,4,9
6,49,44,2,5,9
6,49,44,3,5,8
6,51,303,1,5,6
6,51,303,2,5,7
6,51,303,3,5,8
6,52,163,1,5,10
6,52,163,2,5,9
6,52,163,3,4,9
7,1,32,1,5,3
7,1,32,2,5,4
7,1,32,3,6,4
7,2,224,1,5,1
7,2,224,2,4,2
7,2,224,3,6,1
7,3,62,1,4,7
7,3,62,2,4,6
7,3,62,3,5,7
7,4,46,1,5,9
7,4,46,2,5,5
7,4,46,3,5,2
7,5,36,1,5,3
7,5,36,2,6,3
7,5,36,3,5,4
7,6,2,1,4,7
7,6,2,2,5,7
7,6,2,3,5,6
7,7,13,1,4,6
7,7,13,2,5,6
7,7,13,3,5,5
7,8,303,1,5,7
7,8,303,2,5,8
7,8,303,3,5,9
7,9,223,1,5,3
7,9,223,2,5,4
7,9,223,3,5,5
7,10,163,1,4,5
7,10,163,2,5,4
7,10,163,3,4,4
7,11,217,1,5,7
7,11,217,2,5,6
7,11,217,3,4,7
7,12,245,1,3,5
7,12,245,2,2,5
7,12,245,3,2,4
7,13,9,1,5,6
7,13,9,2,6,6
7,13,9,3,5,7
7,14,94,1,6,5
7,14,94,2,6,6
7,14,94,3,6,5
7,15,250,1,4,6
7,15,250,2,3,6
7,15,250,3,5,5
7,16,3,1,5,4
7,16,3,2,5,5
7,16,3,3,4,5
7,17,464,1,5,6
7,17,464,2,5,5
7,17,464,3,5,5
7,18,230,1,5,5
7,18,230,2,4,5
7,18,230,3,4,4
7,19,39,1,4,8
7,19,39,2,4,7
7,19,39,3,5,8
7,20,75,1,5,7
7,20,75,2,5,8
7,20,75,3,4,8
7,21,154,1,4,5
7,21,154,2,4,6
7,21,154,3,4,7
7,22,56,1,4,6
7,22,56,2,4,5
7,22,56,3,4,4
7,23,31,1,4,6
7,23,31,2,3,6
7,23,31,3,4,5
7,24,5,1,4,4
7,24,5,2,3,4
7,24,5,3,4,5
7,25,28,1,2,7
7,25,28,2,2,6
7,25,28,3,2,5
7,26,212,1,4,5
7,26,212,2,4,4
7,26,212,3,5,3
7,28,21,1,4,5
7,28,21,2,4,4
7,28,21,3,3,6
7,29,291,1,4,7
7,29,291,2,3,8
7,29,291,3,4,8
7,30,73,1,4,6
7,30,73,2,4,7
7,30,73,3,4,8
7,31,354,1,3,7
7,31,354,2,4,7
7,31,354,3,2,7
7,32,45,1,2,5
7,32,45,2,2,4
7,32,45,3,3,4
7,33,226,1,5,4
7,33,226,2,5,5
7,33,226,3,5,6
7,35,71,1,4,5
7,35,71,2,5,5
7,35,71,3,5,4
7,36,12,1,5,2
7,36,12,2,4,3
7,36,12,3,4,4
7,37,44,1,4,5
7,37,44,2,5,5
7,37,44,3,5,6
7,38,190,1,5,8
7,38,190,2,5,7
7,38,190,3,5,9
7,39,30,1,4,4
7,39,30,2,4,7
7,39,30,3,4,5
7,40,312,1,5,6
7,40,312,2,5,7
7,40,312,3,4,6
7,41,389,1,4,6
7,41,389,2,4,5
7,41,389,3,4,7
7,42,66,1,4,7
7,42,66,2,3,8
7,42,66,3,2,9
7,43,222,1,3,4
7,43,222,2,4,5
7,43,222,3,4,6
7,44,0,1,4,6
7,44,0,2,4,7
7,44,0,3,5,7
7,45,277,1,5,6
7,45,277,2,4,5
7,45,277,3,5,5
7,46,309,1,5,6
7,46,309,2,5,7
7,46,309,3,5,5
7,47,371,1,5,8
7,47,371,2,5,7
7,47,371,3,4,7
7,48,24,1,3,7
7,48,24,2,4,8
7,48,24,3,4,9
7,49,78,1,5,5
7,49,78,2,6,7
7,49,78,3,5,6
7,50,79,1,3,2
7,50,79,2,3,3
7,50,79,3,4,4
7,51,4,1,4,4
7,51,4,2,5,4
7,51,4,3,5,3
7,52,53,1,4,8
7,52,53,2,4,9
7,52,53,3,3,10
8,1,45,1,4,5
8,1,45,2,4,3
8,1,45,3,5,3
8,2,312,1,2,5
8,2,312,2,3,5
8,2,312,3,3,4
8,3,66,1,3,7
8,3,66,2,3,8
8,3,66,3,4,7
8,4,75,1,5,7
8,4,75,2,6,7
8,4,75,3,5,6
8,5,224,1,4,2
8,5,224,2,4,1
8,5,224,3,3,1
8,6,163,1,5,4
8,6,163,2,5,3
8,6,163,3,5,2
8,7,94,1,6,6
8,7,94,2,6,5
8,7,94,3,5,6
8,8,190,1,6,7
8,8,190,2,6,6
8,8,190,3,5,6
8,9,389,1,4,7
8,9,389,2,4,6
8,9,389,3,3,6
8,10,154,1,5,5
8,10,154,2,4,5
8,10,154,3,4,6
8,11,226,1,5,4
8,11,226,2,5,3
8,11,226,3,5,2
8,12,0,1,4,6
8,12,0,2,4,5
8,12,0,3,4,7
8,13,73,1,5,5
8,13,73,2,4,5
8,13,73,3,4,4
8,14,223,1,5,4
8,14,223,2,4,4
8,14,223,3,4,4
8,15,30,1,4,4
8,15,30,2,4,5
8,15,30,3,5,6
8,16,31,1,4,6
8,16,31,2,3,6
8,16,31,3,3,5
8,18,79,1,3,3
8,18,79,2,4,3
8,18,79,3,3,4
8,19,53,1,3,8
8,19,53,2,4,7
8,19,53,3,4,8
8,20,46,1,6,5
8,20,46,2,5,5
8,20,46,3,6,4
8,21,12,1,5,2
8,21,12,2,4,3
8,21,12,3,5,3
8,22,9,1,3,6
8,22,9,2,4,7
8,22,9,3,4,6
8,23,3,1,3,3
8,23,3,2,3,4
8,23,3,3,4,3
8,24,222,1,4,5
8,24,222,2,4,6
8,24,222,3,3,6
8,25,39,1,4,4
8,25,39,2,5,5
8,25,39,3,5,6
8,26,2,1,4,6
8,26,2,2,5,6
8,26,2,3,4,5
8,27,354,1,5,4
8,27,354,2,4,5
8,27,354,3,5,5
8,28,217,1,5,6
8,28,217,2,5,7
8,28,217,3,4,6
8,29,36,1,5,3
8,29,36,2,5,4
8,29,36,3,6,3
8,30,71,1,5,4
8,30,71,2,4,4
8,30,71,3,5,5
8,31,13,1,5,5
8,31,13,2,6,5
8,31,13,3,5,6
8,32,4,1,6,3
8,32,4,2,5,3
8,32,4,3,5,2
8,33,32,1,5,4
8,33,32,2,5,3
8,33,32,3,5,6
8,34,28,1,4,8
8,34,28,2,4,7
8,34,28,3,4,6
8,35,24,1,5,7
8,35,24,2,4,7
8,35,24,3,5,7
8,36,277,1,5,6
8,36,277,2,4,5
8,36,277,3,5,5
8,37,464,1,5,3
8,37,464,2,5,4
8,37,464,3,5,7
8,39,56,1,3,7
8,39,56,2,4,7
8,39,56,3,4,7
8,40,245,1,5,9
8,40,245,2,5,8
8,40,245,3,4,8
