sport,image,n_person_kept,img_w,img_h,union_area_px,union_frac,sum_box_area_px,avg_box_area_px,mean_conf,median_conf
soccer,4,5,640,360,65242,0.2831684027777778,67769.0,13553.8,0.87165207862854,0.8772473931312561
soccer,44,6,640,360,54515,0.23661024305555556,66393.0,11065.5,0.671361967921257,0.706066906452179
soccer,45,10,640,360,27853,0.12088975694444444,27878.0,2787.8,0.5138328403234482,0.4773227870464325
soccer,46,4,640,360,59052,0.2563020833333333,59052.0,14763.0,0.8947722911834717,0.8994942605495453
soccer,464,5,640,360,100588,0.43657986111111113,128438.0,25687.6,0.7492089748382569,0.7929315567016602
soccer,5,3,640,360,49800,0.21614583333333334,49800.0,16600.0,0.9042552709579468,0.9121110439300537
soccer,53,13,640,360,10059,0.043658854166666664,13063.0,1004.8461538461538,0.5325438792888935,0.4982035458087921
soccer,56,5,640,360,9284,0.04029513888888889,9284.0,1856.8,0.819261884689331,0.8149973750114441
soccer,62,11,640,360,20958,0.09096354166666666,21672.0,1970.1818181818182,0.6839142604307695,0.7232185006141663
soccer,66,7,640,360,43089,0.18701822916666666,43469.0,6209.857142857143,0.8702887041228158,0.8914527893066406
soccer,71,7,640,360,119408,0.5182638888888889,205376.0,29339.428571428572,0.7193378806114197,0.818524956703186
soccer,73,2,640,360,28728,0.1246875,28728.0,14364.0,0.9300692975521088,0.9300692975521088
soccer,75,5,640,360,45430,0.19717881944444443,56504.0,11300.8,0.8144796133041382,0.806435763835907
soccer,78,4,640,360,32619,0.14157552083333333,33651.0,8412.75,0.7756623700261116,0.8677242696285248
soccer,79,13,640,360,7351,0.03190538194444444,7351.0,565.4615384615385,0.5800188367183392,0.6104589104652405
soccer,9,4,640,360,31714,0.13764756944444445,43677.0,10919.25,0.59230737388134,0.5498635470867157
soccer,94,8,640,360,63078,0.2737760416666667,90543.0,11317.875,0.6369395926594734,0.6914309859275818
volleyball,1,11,640,360,33161,0.1439279513888889,36039.0,3276.2727272727275,0.7190105671232397,0.7953180074691772
volleyball,10,10,640,360,32222,0.13985243055555555,34975.0,3497.5,0.7435879230499267,0.7894456684589386
volleyball,11,12,640,360,27500,0.1193576388888889,29597.0,2466.4166666666665,0.7421333889166514,0.8086653649806976
volleyball,12,12,640,360,28717,0.12463975694444444,31787.0,2648.9166666666665,0.7806837012370428,0.8087778985500336
volleyball,13,7,640,360,150854,0.6547482638888888,179132.0,25590.285714285714,0.8312151432037354,0.8924334645271301
volleyball,14,4,640,360,108641,0.47153211805555556,109145.0,27286.25,0.752574972808361,0.8798730373382568
volleyball,15,10,640,360,64757,0.28106336805555554,74079.0,7407.9,0.7862512856721878,0.8343773484230042
volleyball,16,11,640,360,48127,0.2088845486111111,55072.0,5006.545454545455,0.8127813664349642,0.8396120071411133
volleyball,17,6,640,360,79762,0.34618923611111113,84259.0,14043.166666666666,0.825243721405665,0.8760441541671753
volleyball,18,6,640,360,48533,0.21064670138888889,51272.0,8545.333333333334,0.5645837038755417,0.5568170547485352
volleyball,19,11,640,360,25481,0.11059461805555555,27786.0,2526.0,0.7692760012366555,0.7817462086677551
volleyball,2,6,640,360,45776,0.19868055555555555,61688.0,10281.333333333334,0.653152992328008,0.6231149137020111
volleyball,20,6,640,360,80876,0.3510243055555556,109554.0,18259.0,0.8219435612360636,0.8558708131313324
volleyball,21,11,640,360,28477,0.12359809027777778,30547.0,2777.0,0.7454452297904275,0.7883223295211792
volleyball,22,13,640,360,13044,0.056614583333333336,13776.0,1059.6923076923076,0.7102887447063739,0.7434496879577637
volleyball,23,13,640,360,13446,0.058359375,14981.0,1152.3846153846155,0.6836493863509252,0.7464420199394226
volleyball,24,10,640,360,47990,0.20828993055555556,53215.0,5321.5,0.8582294285297394,0.8692929744720459
volleyball,25,10,640,360,57894,0.25127604166666667,66541.0,6654.1,0.8249509871006012,0.8242435455322266
volleyball,26,7,640,360,85836,0.37255208333333334,107682.0,15383.142857142857,0.7334560411317008,0.8392484784126282
volleyball,27,10,640,360,60537,0.26274739583333334,68844.0,6884.4,0.7524497538805008,0.8058856129646301
volleyball,28,14,640,360,20317,0.08818142361111111,21217.0,1515.5,0.595172752227102,0.6502730548381805
volleyball,29,11,640,360,49646,0.21547743055555554,50555.0,4595.909090909091,0.7914616655219685,0.8331776261329651
volleyball,3,12,640,360,39212,0.1701909722222222,44366.0,3697.1666666666665,0.8325560241937637,0.846685916185379
volleyball,30,12,640,360,16053,0.06967447916666666,17621.0,1468.4166666666667,0.6759627511103948,0.7098554968833923
volleyball,31,10,640,360,43953,0.19076822916666666,46796.0,4679.6,0.7950335919857026,0.8502044975757599
volleyball,32,14,640,360,24723,0.1073046875,35650.0,2546.4285714285716,0.6309274754353932,0.5775184631347656
volleyball,33,12,640,360,24246,0.105234375,24475.0,2039.5833333333333,0.7811806698640188,0.8038868308067322
volleyball,34,11,640,360,73916,0.32081597222222225,79495.0,7226.818181818182,0.8183353814211759,0.8300514817237854
volleyball,35,10,640,360,22796,0.09894097222222223,23745.0,2374.5,0.776118791103363,0.831812709569931
volleyball,36,12,640,360,25282,0.10973090277777778,28248.0,2354.0,0.7458912233511606,0.8576688468456268
volleyball,37,5,640,360,68959,0.29930121527777775,74417.0,14883.4,0.8568181157112121,0.8514495491981506
volleyball,38,10,640,360,14985,0.0650390625,16098.0,1609.8,0.6967188537120819,0.7627412974834442
volleyball,39,12,640,360,25674,0.11143229166666667,27448.0,2287.3333333333335,0.7668295651674271,0.7951702773571014
volleyball,4,9,640,360,60822,0.263984375,93169.0,10352.111111111111,0.6547183096408844,0.7127037048339844
volleyball,40,10,640,360,30837,0.13384114583333334,32374.0,3237.4,0.7905211746692657,0.8060673475265503
volleyball,41,11,640,360,71694,0.311171875,79340.0,7212.727272727273,0.8260509425943549,0.8349555730819702
volleyball,42,12,640,360,49983,0.21694010416666668,53075.0,4422.916666666667,0.813413309554259,0.8712284862995148
volleyball,43,8,640,360,37978,0.16483506944444445,38258.0,4782.25,0.7544757202267647,0.7921932339668274
volleyball,44,11,640,360,16499,0.07161024305555555,16905.0,1536.8181818181818,0.7241273982958361,0.7776725888252258
volleyball,45,8,640,360,36658,0.15910590277777778,37174.0,4646.75,0.6394816674292088,0.6450449228286743
volleyball,46,7,640,360,77951,0.3383289930555556,82982.0,11854.57142857143,0.7833267450332642,0.8613412976264954
volleyball,47,6,640,360,84797,0.3680425347222222,90675.0,15112.5,0.8565187851587931,0.8555668294429779
volleyball,48,14,640,360,26756,0.11612847222222222,30295.0,2163.9285714285716,0.6844964112554278,0.7579903900623322
volleyball,49,12,640,360,41485,0.1800564236111111,47114.0,3926.1666666666665,0.822896808385849,0.8823654651641846
volleyball,5,11,640,360,17884,0.07762152777777778,18352.0,1668.3636363636363,0.7020476189526644,0.7251759767532349
volleyball,50,12,640,360,30692,0.13321180555555556,33847.0,2820.5833333333335,0.7081860726078352,0.7662975490093231
volleyball,51,2,640,360,38332,0.16637152777777778,42711.0,21355.5,0.7936139106750488,0.7936139106750488
volleyball,52,5,640,360,47392,0.20569444444444446,49232.0,9846.4,0.6187963783740997,0.676800549030304
volleyball,6,13,640,360,24704,0.10722222222222222,28066.0,2158.923076923077,0.7519339414743277,0.7825878858566284
volleyball,7,13,640,360,25992,0.1128125,30990.0,2383.846153846154,0.7358680482094104,0.8226140737533569
volleyball,8,11,640,360,49068,0.21296875,58928.0,5357.090909090909,0.7694202309305017,0.8022795915603638
volleyball,9,10,640,360,59273,0.2572612847222222,66774.0,6677.4,0.744357454776764,0.8441646695137024
